,Unnamed: 0,id,label,text,tokens,stems,lemmas
1192,184,770627505854226432,N,esto salir a punto casa bus min llegar vaya muuuuuuy tranquilo me gusta eh,"['esto', 'salir', 'a', 'punto', 'casa', 'bus', 'min', 'llegar', 'vaya', 'muuuuuuy', 'tranquilo', 'me', 'gusta', 'eh']","['esto', 'sal', 'a', 'punt', 'cas', 'bus', 'min', 'lleg', 'vay', 'muuuuuuy', 'tranquil', 'me', 'gust', 'eh']","['salir', 'a', 'punto', 'casa', 'bus', 'min', 'llegar', 'vaya', 'muuuuuuy', 'tranquilo', 'gustar', 'eh']"
1193,185,770670090345938944,NONE,offerrall darksdiego puede hacer directo desde ps capturadora,"['offerrall', 'darksdiego', 'puede', 'hacer', 'directo', 'desde', 'ps', 'capturadora']","['offerrall', 'darksdieg', 'pued', 'hac', 'direct', 'desd', 'ps', 'captur']","['offerrall', 'darksdiego', 'poder', 'hacer', 'directo', 'desde', 'ps', 'capturadoro']"
1194,186,770669297488302080,N,me meo las voces españolas encima pronuncian raven como raiven vez reiven,"['me', 'meo', 'las', 'voces', 'españolas', 'encima', 'pronuncian', 'raven', 'como', 'raiven', 'vez', 'reiven']","['me', 'meo', 'las', 'voc', 'español', 'encim', 'pronunci', 'rav', 'com', 'raiv', 'vez', 'reiv']","['meo', 'el', 'voz', 'español', 'encima', 'pronunciar', 'raven', 'como', 'raivir', 'vez', 'reivar']"
1195,187,770673904335646720,NONE,noel pi noel significa navideño pedo también asumimos alguien tuvo primera vez,"['noel', 'pi', 'noel', 'significa', 'navideño', 'pedo', 'también', 'asumimos', 'alguien', 'tuvo', 'primera', 'vez']","['noel', 'pi', 'noel', 'signif', 'navideñ', 'ped', 'tambien', 'asum', 'algui', 'tuv', 'primer', 'vez']","['noel', 'pi', 'noel', 'significar', 'navideño', 'pedo', 'también', 'asumir', 'tener', 'primero', 'vez']"
1196,188,770693990895194112,N,tengo ganas mimitos sabia pasaria ahora pos a ser fuerte o algo,"['tengo', 'ganas', 'mimitos', 'sabia', 'pasaria', 'ahora', 'pos', 'a', 'ser', 'fuerte', 'o', 'algo']","['teng', 'gan', 'mimit', 'sabi', 'pasari', 'ahor', 'pos', 'a', 'ser', 'fuert', 'o', 'algo']","['tener', 'gana', 'mimitos', 'sabio', 'pasaria', 'ahora', 'pos', 'a', 'ser', 'fuerte', 'o']"
1197,189,770666914523774977,N,verdadera eriichii me hubiera besitos so marrana,"['verdadera', 'eriichii', 'me', 'hubiera', 'besitos', 'so', 'marrana']","['verdader', 'eriichii', 'me', 'hub', 'besit', 'so', 'marran']","['verdadero', 'eriichii', 'haber', 'besito', 'so', 'marrana']"
1198,190,770666893116145664,NEU,hectorboigues ay pues gracias al menos tú sí ves como algo ingenioso me dijeron insufrible sarcasmo ácido,"['hectorboigues', 'ay', 'pues', 'gracias', 'al', 'menos', 'tú', 'sí', 'ves', 'como', 'algo', 'ingenioso', 'me', 'dijeron', 'insufrible', 'sarcasmo', 'ácido']","['hectorboig', 'ay', 'pues', 'graci', 'al', 'men', 'tu', 'si', 'ves', 'com', 'algo', 'ingeni', 'me', 'dijeron', 'insufr', 'sarcasm', 'acid']","['hectorboigues', 'ay', 'pues', 'gracias', 'al', 'menos', 'sí', 'ver', 'como', 'ingenioso', 'decir', 'insufrible', 'sarcasmo', 'ácido']"
1199,191,770696022439890944,NONE,nadieelosabe vale vuelvo a preguntar sabia te siguiera,"['nadieelosabe', 'vale', 'vuelvo', 'a', 'preguntar', 'sabia', 'te', 'siguiera']","['nadieelosab', 'val', 'vuelv', 'a', 'pregunt', 'sabi', 'te', 'sigu']","['nadieelosabe', 'valer', 'vuelvo', 'a', 'preguntar', 'sabio', 'seguir']"
1200,192,770695708399796224,P,segaforlife feria tierra solo espero sea éxito ser anfitrión,"['segaforlife', 'feria', 'tierra', 'solo', 'espero', 'sea', 'éxito', 'ser', 'anfitrión']","['segaforlif', 'feri', 'tierr', 'sol', 'esper', 'sea', 'exit', 'ser', 'anfitrion']","['segaforlife', 'feria', 'tierrar', 'solo', 'esperar', 'ser', 'éxito', 'ser', 'anfitrión']"
1201,193,770629639295434752,P,hcfanego almoregan gracias tú también cierto vete rellenando bodega estoy allí,"['hcfanego', 'almoregan', 'gracias', 'tú', 'también', 'cierto', 'vete', 'rellenando', 'bodega', 'estoy', 'allí']","['hcfaneg', 'almoreg', 'graci', 'tu', 'tambien', 'ciert', 'vet', 'rellen', 'bodeg', 'estoy', 'alli']","['hcfanego', 'almoregar', 'gracias', 'también', 'cierto', 'vetir', 'rellenar', 'bodega', 'estar', 'allí']"
1202,194,770628475229175808,P,mercesori clicfox ¡enhorabuena eres ganadora del sorteoescríbenos mensaje privado para darte descuento,"['mercesori', 'clicfox', 'enhorabuena', 'eres', 'ganadora', 'del', 'sorteoescríbenos', 'mensaje', 'privado', 'para', 'darte', 'descuento']","['mercesori', 'clicfox', 'enhorabuen', 'eres', 'ganador', 'del', 'sorteoescriben', 'mensaj', 'priv', 'par', 'dart', 'descuent']","['mercesori', 'clicfox', '¡', 'enhorabuena', 'ser', 'ganador', 'del', 'sorteoescríbenos', 'mensaje', 'privado', 'para', 'dar tú', 'descuento']"
1203,195,770758191365980160,NEU,sara bouvier nada yo menos cuando compré guitarra eléctrica me salió muy parecido a sí hubiese comprado thomann,"['sara', 'bouvier', 'nada', 'yo', 'menos', 'cuando', 'compré', 'guitarra', 'eléctrica', 'me', 'salió', 'muy', 'parecido', 'a', 'sí', 'hubiese', 'comprado', 'thomann']","['sar', 'bouvi', 'nad', 'yo', 'men', 'cuand', 'compr', 'guitarr', 'electr', 'me', 'sal', 'muy', 'parec', 'a', 'si', 'hub', 'compr', 'thomann']","['sara', 'bouvier', 'menos', 'cuando', 'comprar', 'guitarra', 'eléctrico', 'salir', 'mucho', 'parecido', 'a', 'haber', 'comprar', 'thomann']"
1204,196,770757357513109504,P,poquito ministerio del tiempo a dormir mañana hay hacer cosas bona nit,"['poquito', 'ministerio', 'del', 'tiempo', 'a', 'dormir', 'mañana', 'hay', 'hacer', 'cosas', 'bona', 'nit']","['poquit', 'ministeri', 'del', 'tiemp', 'a', 'dorm', 'mañan', 'hay', 'hac', 'cos', 'bon', 'nit']","['poquito', 'ministerio', 'del', 'tiempo', 'a', 'dormir', 'mañana', 'haber', 'hacer', 'cosa', 'bona', 'nit']"
1205,197,770760066127495168,P,sonriexriz ya si día soy rica te llevo conmigo a verlo a donde sea promesita dorso de mano con índice a la derechadorso de mano con índice a la izquierda,"['sonriexriz', 'ya', 'si', 'día', 'soy', 'rica', 'te', 'llevo', 'conmigo', 'a', 'verlo', 'a', 'donde', 'sea', 'promesita', 'dorso', 'de', 'mano', 'con', 'índice', 'a', 'la', 'derechadorso', 'de', 'mano', 'con', 'índice', 'a', 'la', 'izquierda']","['sonriexriz', 'ya', 'si', 'dia', 'soy', 'ric', 'te', 'llev', 'conmig', 'a', 'verl', 'a', 'dond', 'sea', 'promesit', 'dors', 'de', 'man', 'con', 'indic', 'a', 'la', 'derechadors', 'de', 'man', 'con', 'indic', 'a', 'la', 'izquierd']","['sonriexriz', 'ya', 'si', 'día', 'ser', 'rico', 'llevar', 'a', 'ver él', 'a', 'ser', 'promesita', 'dorso', 'de', 'mano', 'con', 'índice', 'a', 'el', 'derechadorso', 'de', 'mano', 'con', 'índice', 'a', 'el', 'izquierda']"
1206,198,770759439347544064,N,no no ya te quiero me declaro soltera a partir ahora me has hecho daño carjudi,"['no', 'no', 'ya', 'te', 'quiero', 'me', 'declaro', 'soltera', 'a', 'partir', 'ahora', 'me', 'has', 'hecho', 'daño', 'carjudi']","['no', 'no', 'ya', 'te', 'quier', 'me', 'declar', 'solter', 'a', 'part', 'ahor', 'me', 'has', 'hech', 'dañ', 'carjudi']","['no', 'no', 'ya', 'querer', 'declarar', 'soltera', 'a', 'partir', 'ahora', 'haber', 'hacer', 'daño', 'carjudi']"
1207,199,770784389953359873,NEU,imconnorstruck corazón dejó palpitar como papa frita cuando empezó capítulo pllsummerfinale,"['imconnorstruck', 'corazón', 'dejó', 'palpitar', 'como', 'papa', 'frita', 'cuando', 'empezó', 'capítulo', 'pllsummerfinale']","['imconnorstruck', 'corazon', 'dej', 'palpit', 'com', 'pap', 'frit', 'cuand', 'empez', 'capitul', 'pllsummerfinal']","['imconnorstruck', 'corazón', 'dejar', 'palpitar', 'como', 'papa', 'frita', 'cuando', 'empezar', 'capítulo', 'pllsummerfinale']"
1208,200,770661853827592195,P,todola felicidad felices pronto veremos boda jp… httpstcorxtpprcve,"['todola', 'felicidad', 'felices', 'pronto', 'veremos', 'boda', 'jp', 'httpstcorxtpprcve']","['todol', 'felic', 'felic', 'pront', 'ver', 'bod', 'jp', 'httpstcorxtpprcv']","['todolar', 'felicidad', 'feliz', 'pronto', 'ver', 'boda', 'jp', '…', 'httpstcorxtpprcve']"
1209,201,770646758020026368,P,forbaltihood nada jo a veces solo hace falta esperar tener paciencia,"['forbaltihood', 'nada', 'jo', 'a', 'veces', 'solo', 'hace', 'falta', 'esperar', 'tener', 'paciencia']","['forbaltihood', 'nad', 'jo', 'a', 'vec', 'sol', 'hac', 'falt', 'esper', 'ten', 'pacienci']","['forbaltihood', 'nada', 'jo', 'a', 'veces', 'solo', 'hacer', 'falta', 'esperar', 'tener', 'paciencia']"
1210,202,770646332184944640,N,haplo schaffer son amiguitos defendiéndole diciéndome a mí pase página cuando él me deja paz,"['haplo', 'schaffer', 'son', 'amiguitos', 'defendiéndole', 'diciéndome', 'a', 'mí', 'pase', 'página', 'cuando', 'él', 'me', 'deja', 'paz']","['hapl', 'schaff', 'son', 'amiguit', 'defend', 'dic', 'a', 'mi', 'pas', 'pagin', 'cuand', 'el', 'me', 'dej', 'paz']","['haplo', 'schaffer', 'ser', 'amiguito', 'defender él', 'diciéndome', 'a', 'pasar', 'página', 'cuando', 'dejar', 'paz']"
1211,203,770646101653393408,N,bubblesaurtv eso todo verdad cómo da vergüenza me dan ganas llorar,"['bubblesaurtv', 'eso', 'todo', 'verdad', 'cómo', 'da', 'vergüenza', 'me', 'dan', 'ganas', 'llorar']","['bubblesaurtv', 'eso', 'tod', 'verd', 'com', 'da', 'vergüenz', 'me', 'dan', 'gan', 'llor']","['bubblesaurtv', 'todo', 'verdad', 'dar', 'vergüenza', 'dar', 'gana', 'llorar']"
1212,204,770648383098908672,N,cheeselena  emberdá mis dibujos del paint son mejores,"['cheeselena', 'emberdá', 'mis', 'dibujos', 'del', 'paint', 'son', 'mejores']","['cheeselen', 'emberd', 'mis', 'dibuj', 'del', 'paint', 'son', 'mejor']","['cheeselenar', ' ', 'emberdá', 'mi', 'dibujo', 'del', 'paint', 'ser', 'mejor']"
1213,205,770643261140656132,NEU,plcido vzquez cultrun duran más tantos amores eternos,"['plcido', 'vzquez', 'cultrun', 'duran', 'más', 'tantos', 'amores', 'eternos']","['plcid', 'vzquez', 'cultrun', 'dur', 'mas', 'tant', 'amor', 'etern']","['plcido', 'vzquez', 'cultrun', 'durar', 'más', 'tanto', 'amor', 'eterno']"
1214,206,770665974752243712,N,hectorboigues a preguntas mediocres respuestas ingeniosas,"['hectorboigues', 'a', 'preguntas', 'mediocres', 'respuestas', 'ingeniosas']","['hectorboig', 'a', 'pregunt', 'mediocr', 'respuest', 'ingeni']","['hectorboigues', 'a', 'pregunta', 'mediocre', 'respuesta', 'ingeniosa']"
1215,207,770665070993018881,NEU,lorzagirl oye madre cortó leche mirame xd aunque algo enfermizo pequeño ahora leche x,"['lorzagirl', 'oye', 'madre', 'cortó', 'leche', 'mirame', 'xd', 'aunque', 'algo', 'enfermizo', 'pequeño', 'ahora', 'leche', 'x']","['lorzagirl', 'oye', 'madr', 'cort', 'lech', 'miram', 'xd', 'aunqu', 'algo', 'enfermiz', 'pequeñ', 'ahor', 'lech', 'x']","['lorzagirl', 'oye', 'madre', 'cortar', 'leche', 'miramir', 'xd', 'aunque', 'enfermacer', 'pequeño', 'ahora', 'leche', 'x']"
1216,208,770622081922891776,NONE,ya llegó unidos podemos pablo iglesias  agarzon acaban llegar juntos al congreso es,"['ya', 'llegó', 'unidos', 'podemos', 'pablo', 'iglesias', 'agarzon', 'acaban', 'llegar', 'juntos', 'al', 'congreso', 'es']","['ya', 'lleg', 'unid', 'pod', 'pabl', 'iglesi', 'agarzon', 'acab', 'lleg', 'junt', 'al', 'congres', 'es']","['ya', 'llegar', 'unido', 'poder', 'pablo', 'iglesia', ' ', 'agarzon', 'acabar', 'llegar', 'junto', 'al', 'congreso', 'ser']"
1217,209,770621786169958400,NEU,arthassama holic meri destrozar tus posibilidades gente guapa,"['arthassama', 'holic', 'meri', 'destrozar', 'tus', 'posibilidades', 'gente', 'guapa']","['arthassam', 'holic', 'meri', 'destroz', 'tus', 'posibil', 'gent', 'guap']","['arthassama', 'holic', 'meri', 'destrozar', 'tu', 'posibilidad', 'gente', 'guapo']"
1218,210,770650861160828928,N,theflowergirl a bueno fuistes a decir quevaaa yo tengo muy poca cosa tambien ,"['theflowergirl', 'a', 'bueno', 'fuistes', 'a', 'decir', 'quevaaa', 'yo', 'tengo', 'muy', 'poca', 'cosa', 'tambien']","['theflowergirl', 'a', 'buen', 'fuist', 'a', 'dec', 'quevaa', 'yo', 'teng', 'muy', 'poc', 'cos', 'tambi']","['theflowergirl', 'a', 'bueno', 'fuistser', 'a', 'decir', 'quevaaa', 'tener', 'mucho', 'poco', 'cosa', 'tambien']"
1219,211,770275229742628864,NEU,crisnosesae ln  tio a libros me encantaban mensaje ha pasado clasista xd,"['crisnosesae', 'ln', 'tio', 'a', 'libros', 'me', 'encantaban', 'mensaje', 'ha', 'pasado', 'clasista', 'xd']","['crisnosesa', 'ln', 'tio', 'a', 'libr', 'me', 'encant', 'mensaj', 'ha', 'pas', 'clasist', 'xd']","['crisnosesae', 'ln', ' ', 'tio', 'a', 'libro', 'encantar', 'mensaje', 'haber', 'pasar', 'clasista', 'xd']"
1220,212,770275162415661061,N,javier andres txarly fui idiota pude comprarlas hace días parezco nuevo,"['javier', 'andres', 'txarly', 'fui', 'idiota', 'pude', 'comprarlas', 'hace', 'días', 'parezco', 'nuevo']","['javi', 'andres', 'txarly', 'fui', 'idiot', 'pud', 'compr', 'hac', 'dias', 'parezc', 'nuev']","['javier', 'andres', 'txarly', 'ir', 'idioto', 'poder', 'comprar él', 'hacer', 'día', 'parecer', 'nuevo']"
1221,213,770275068949700608,NONE,me he ido a ducha me ha olvidado coger ropa ahors tengo salir a ella como haya alguien ventana me ve desnuda,"['me', 'he', 'ido', 'a', 'ducha', 'me', 'ha', 'olvidado', 'coger', 'ropa', 'ahors', 'tengo', 'salir', 'a', 'ella', 'como', 'haya', 'alguien', 'ventana', 'me', 've', 'desnuda']","['me', 'he', 'ido', 'a', 'duch', 'me', 'ha', 'olvid', 'cog', 'rop', 'ahors', 'teng', 'sal', 'a', 'ella', 'com', 'hay', 'algui', 'ventan', 'me', 've', 'desnud']","['haber', 'ir', 'a', 'ducha', 'haber', 'olvidar', 'coger', 'ropa', 'ahors', 'tener', 'salir', 'a', 'como', 'haber', 'ventana', 'ver', 'desnudo']"
1222,214,770274624651325440,P,shiroychi ¡nunca  hablaremos hablaremos  seguro coincidimos más convención,"['shiroychi', 'nunca', 'hablaremos', 'hablaremos', 'seguro', 'coincidimos', 'más', 'convención']","['shiroychi', 'nunc', 'habl', 'habl', 'segur', 'coincid', 'mas', 'convencion']","['shiroychi', '¡', 'nunca', ' ', 'hablarer', 'hablar', ' ', 'seguro', 'coincidir', 'más', 'convención']"
1223,215,770274148492992512,P,lauracarvajal rlloria arturovillegasg perezreverte bmdulce scardige laura chica drcesarlozano abrazo mutuo,"['lauracarvajal', 'rlloria', 'arturovillegasg', 'perezreverte', 'bmdulce', 'scardige', 'laura', 'chica', 'drcesarlozano', 'abrazo', 'mutuo']","['lauracarvajal', 'rllori', 'arturovillegasg', 'perezrevert', 'bmdulc', 'scardig', 'laur', 'chic', 'drcesarlozan', 'abraz', 'mutu']","['lauracarvajal', 'rlloria', 'arturovillegasg', 'perezreverte', 'bmdulce', 'scardige', 'laura', 'chica', 'drcesarlozano', 'abrazo', 'mutuo']"
1224,216,770274050727931904,P,koisamsa jajajaja yo fue improvisto eh grasias hermosa,"['koisamsa', 'jajajaja', 'yo', 'fue', 'improvisto', 'eh', 'grasias', 'hermosa']","['koisams', 'jajajaj', 'yo', 'fue', 'improvist', 'eh', 'grasi', 'hermos']","['koisamsa', 'jajajaja', 'ser', 'improver', 'eh', 'grasia', 'hermoso']"
1225,217,770315388064239616,N,lovnaty tu vida ha parido a grandisimo hijo p  maravilloso hombre,"['lovnaty', 'tu', 'vida', 'ha', 'parido', 'a', 'grandisimo', 'hijo', 'p', 'maravilloso', 'hombre']","['lovnaty', 'tu', 'vid', 'ha', 'par', 'a', 'grandisim', 'hij', 'p', 'maravill', 'hombr']","['lovnaty', 'tu', 'vida', 'haber', 'parir', 'a', 'grandisimo', 'hijo', 'p', ' ', 'maravilloso', 'hombre']"
1226,218,770315319881719808,NEU,javiturpeiro eso dice mucho él así nada tómate tu tiempo cuando estés preparado todo llegará,"['javiturpeiro', 'eso', 'dice', 'mucho', 'él', 'así', 'nada', 'tómate', 'tu', 'tiempo', 'cuando', 'estés', 'preparado', 'todo', 'llegará']","['javiturpeir', 'eso', 'dic', 'much', 'el', 'asi', 'nad', 'tomat', 'tu', 'tiemp', 'cuand', 'estes', 'prepar', 'tod', 'lleg']","['javiturpeiro', 'decir', 'mucho', 'así', 'tómatar', 'tu', 'tiempo', 'cuando', 'estés', 'preparado', 'llegar']"
1227,219,770315307206471680,P,ninivecardenas te puedes creer te iba a te quiero nini,"['ninivecardenas', 'te', 'puedes', 'creer', 'te', 'iba', 'a', 'te', 'quiero', 'nini']","['ninivecarden', 'te', 'pued', 'cre', 'te', 'iba', 'a', 'te', 'quier', 'nini']","['ninivecardena', 'poder', 'creer', 'ir', 'a', 'querer', 'nini']"
1228,220,770291852914425857,N,rakshasa pues disfrutarás dulce suelo,"['rakshasa', 'pues', 'disfrutarás', 'dulce', 'suelo']","['rakshas', 'pues', 'disfrut', 'dulc', 'suel']","['rakshasar', 'pues', 'disfrutarás', 'dulce', 'suelo']"
1229,221,770291537481723904,N,isandesign hobby consolas jaja peor juegos ubisoft son tan malos si poco malo ser solo sony,"['isandesign', 'hobby', 'consolas', 'jaja', 'peor', 'juegos', 'ubisoft', 'son', 'tan', 'malos', 'si', 'poco', 'malo', 'ser', 'solo', 'sony']","['isandesign', 'hobby', 'consol', 'jaj', 'peor', 'jueg', 'ubisoft', 'son', 'tan', 'mal', 'si', 'poc', 'mal', 'ser', 'sol', 'sony']","['isandesign', 'hobby', 'consola', 'jaja', 'peor', 'juegos', 'ubisoft', 'ser', 'tanto', 'malo', 'si', 'poco', 'malo', 'ser', 'solo', 'sony']"
1230,222,770291372272259072,NONE,¡ya hemos contactado ganadores yosoymtvjammingvibe atentos mañana lanzamos nuevo concurso httpstcokxoobbim,"['ya', 'hemos', 'contactado', 'ganadores', 'yosoymtvjammingvibe', 'atentos', 'mañana', 'lanzamos', 'nuevo', 'concurso', 'httpstcokxoobbim']","['ya', 'hem', 'contact', 'ganador', 'yosoymtvjammingvib', 'atent', 'mañan', 'lanz', 'nuev', 'concurs', 'httpstcokxoobbim']","['¡', 'ya', 'haber', 'contactar', 'ganador', 'yosoymtvjammingvibir', 'atento', 'mañana', 'lanzamos', 'nuevo', 'concurso', 'httpstcokxoobbim']"
1231,223,770114408467095552,P,cuando puedo dormir escribo todo preocupa libreta alguien me regaló como somnífero instantáneo,"['cuando', 'puedo', 'dormir', 'escribo', 'todo', 'preocupa', 'libreta', 'alguien', 'me', 'regaló', 'como', 'somnífero', 'instantáneo']","['cuand', 'pued', 'dorm', 'escrib', 'tod', 'preocup', 'libret', 'algui', 'me', 'regal', 'com', 'somnifer', 'instantane']","['cuando', 'poder', 'dormir', 'escribir', 'todo', 'preocupa', 'libreta', 'regalar', 'como', 'somnífero', 'instantáneo']"
1232,224,770142365927501824,N,stealthishills omito con alguien pensaba estaba claro,"['stealthishills', 'omito', 'con', 'alguien', 'pensaba', 'estaba', 'claro']","['stealthishills', 'omit', 'con', 'algui', 'pens', 'estab', 'clar']","['stealthishills', 'omito', 'con', 'pensar', 'estar', 'claro']"
1233,225,770140633419964416,P,otxu espero fuera todo bien ahora a semana,"['otxu', 'espero', 'fuera', 'todo', 'bien', 'ahora', 'a', 'semana']","['otxu', 'esper', 'fuer', 'tod', 'bien', 'ahor', 'a', 'seman']","['otxu', 'esperar', 'fuera', 'bien', 'ahora', 'a', 'semana']"
1234,226,770114952455712768,P,cnnee si puedo trabajar madrid aires o bogotá yo sería también muy feliz hihihihi,"['cnnee', 'si', 'puedo', 'trabajar', 'madrid', 'aires', 'o', 'bogotá', 'yo', 'sería', 'también', 'muy', 'feliz', 'hihihihi']","['cnne', 'si', 'pued', 'trabaj', 'madr', 'air', 'o', 'bogot', 'yo', 'ser', 'tambien', 'muy', 'feliz', 'hihihihi']","['cnnee', 'si', 'poder', 'trabajar', 'madrid', 'aires', 'o', 'bogotá', 'yo', 'ser', 'también', 'mucho', 'feliz', 'hihihihi']"
1235,227,770169656451731456,NEU,al principio él te gusta  te acaba gustando cuando te deja extrañas,"['al', 'principio', 'él', 'te', 'gusta', 'te', 'acaba', 'gustando', 'cuando', 'te', 'deja', 'extrañas']","['al', 'principi', 'el', 'te', 'gust', 'te', 'acab', 'gust', 'cuand', 'te', 'dej', 'extrañ']","['al', 'principio', 'gustar', ' ', 'acabar', 'gustar', 'cuando', 'dejar', 'extraño']"
1236,228,770156782299865088,NONE,tinoroso titomartin uby término coloquial análisis,"['tinoroso', 'titomartin', 'uby', 'término', 'coloquial', 'análisis']","['tinor', 'titomartin', 'uby', 'termin', 'coloquial', 'analisis']","['tinoroso', 'titomartin', 'uby', 'término', 'coloquial', 'análisis']"
1237,229,770155606514728960,P,me encantaría mucho tener cámara como usarla a perfección,"['me', 'encantaría', 'mucho', 'tener', 'cámara', 'como', 'usarla', 'a', 'perfección']","['me', 'encant', 'much', 'ten', 'cam', 'com', 'usarl', 'a', 'perfeccion']","['encantar', 'mucho', 'tener', 'cámara', 'como', 'usar él', 'a', 'perfección']"
1238,230,770166170624360448,P, mhiguera caso gracias tu welcome back qué cálido ha sido,"['mhiguera', 'caso', 'gracias', 'tu', 'welcome', 'back', 'qué', 'cálido', 'ha', 'sido']","['mhiguer', 'cas', 'graci', 'tu', 'welcom', 'back', 'que', 'cal', 'ha', 'sid']","[' ', 'mhiguera', 'caso', 'gracias', 'tu', 'welcome', 'back', 'qué', 'cálido', 'haber', 'ser']"
1239,231,770165342035410944,P,han tenido iniciativa anabelcampo encima son amigos,"['han', 'tenido', 'iniciativa', 'anabelcampo', 'encima', 'son', 'amigos']","['han', 'ten', 'inici', 'anabelcamp', 'encim', 'son', 'amig']","['haber', 'tener', 'iniciativa', 'anabelcampo', 'encima', 'ser', 'amigo']"
1240,232,770165126519525376,N, mhiguera me ha dicho bienvenida nuevo ya me has hecho ir allí ya tú sabes suele haber nada bueno,"['mhiguera', 'me', 'ha', 'dicho', 'bienvenida', 'nuevo', 'ya', 'me', 'has', 'hecho', 'ir', 'allí', 'ya', 'tú', 'sabes', 'suele', 'haber', 'nada', 'bueno']","['mhiguer', 'me', 'ha', 'dich', 'bienven', 'nuev', 'ya', 'me', 'has', 'hech', 'ir', 'alli', 'ya', 'tu', 'sab', 'suel', 'hab', 'nad', 'buen']","[' ', 'mhiguero', 'haber', 'decir', 'bienvenida', 'nuevo', 'ya', 'haber', 'hacer', 'ir', 'allí', 'ya', 'saber', 'soler', 'haber', 'bueno']"
1241,233,770164540118016000,N,ahora me daba yo manguerazo a ver si me quitaba esta cara hola he dormido  horas,"['ahora', 'me', 'daba', 'yo', 'manguerazo', 'a', 'ver', 'si', 'me', 'quitaba', 'esta', 'cara', 'hola', 'he', 'dormido', 'horas']","['ahor', 'me', 'dab', 'yo', 'mangueraz', 'a', 'ver', 'si', 'me', 'quit', 'esta', 'car', 'hol', 'he', 'dorm', 'hor']","['ahora', 'dar', 'manguerazo', 'a', 'ver', 'si', 'quitar', 'este', 'cara', 'hola', 'haber', 'dormir', ' ', 'hora']"
1242,234,770163887836696576,P,julenreal anda nos hemos subido tu yo paseo nuevo fiestas semana grande ,"['julenreal', 'anda', 'nos', 'hemos', 'subido', 'tu', 'yo', 'paseo', 'nuevo', 'fiestas', 'semana', 'grande']","['julenreal', 'anda', 'nos', 'hem', 'sub', 'tu', 'yo', 'pase', 'nuev', 'fiest', 'seman', 'grand']","['julenreal', 'andar', 'haber', 'subir', 'tu', 'pasear', 'nuevo', 'fiesta', 'semana', 'grande']"
1243,235,770459663859146752,N,henryancat tio esta librillo recien comprao der chino me toca polla cara llorando de risacara llorando de risa vente pa casa te doy piti,"['henryancat', 'tio', 'esta', 'librillo', 'recien', 'comprao', 'der', 'chino', 'me', 'toca', 'polla', 'cara', 'llorando', 'de', 'risacara', 'llorando', 'de', 'risa', 'vente', 'pa', 'casa', 'te', 'doy', 'piti']","['henryancat', 'tio', 'esta', 'librill', 'reci', 'compra', 'der', 'chin', 'me', 'toc', 'poll', 'car', 'llor', 'de', 'risac', 'llor', 'de', 'ris', 'vent', 'pa', 'cas', 'te', 'doy', 'piti']","['henryancat', 'tio', 'este', 'librillo', 'recien', 'comprao', 'der', 'chino', 'tocar', 'polla', 'caro', 'llorar', 'de', 'risacar', 'llorar', 'de', 'risa', 'vente', 'pa', 'casa', 'dar', 'piti']"
1244,236,770480174035075074,P,janowiiiiiiiicz ole tus cojones ole tu set tu over me pago las fiestas si cubata diiiiias mundo,"['janowiiiiiiiicz', 'ole', 'tus', 'cojones', 'ole', 'tu', 'set', 'tu', 'over', 'me', 'pago', 'las', 'fiestas', 'si', 'cubata', 'diiiiias', 'mundo']","['janowiiiiiiiicz', 'ole', 'tus', 'cojon', 'ole', 'tu', 'set', 'tu', 'over', 'me', 'pag', 'las', 'fiest', 'si', 'cubat', 'diiiii', 'mund']","['janowiiiiiiiicz', 'ole', 'tu', 'cojón', 'ole', 'tu', 'set', 'tu', 'over', 'pagar', 'el', 'fiesta', 'si', 'cubata', 'diiiiia', 'mundo']"
1245,237,770541228299526144,NONE,albbabernet póntela te das vuelta málaga porfa,"['albbabernet', 'póntela', 'te', 'das', 'vuelta', 'málaga', 'porfa']","['albbabernet', 'pontel', 'te', 'das', 'vuelt', 'malag', 'porf']","['albbabernet', 'póntela', 'dar', 'vuelta', 'málaga', 'porfa']"
1246,238,770540223751225344,N,me ha explotado vaso mano forma tan bonita empezar día,"['me', 'ha', 'explotado', 'vaso', 'mano', 'forma', 'tan', 'bonita', 'empezar', 'día']","['me', 'ha', 'explot', 'vas', 'man', 'form', 'tan', 'bonit', 'empez', 'dia']","['haber', 'explotar', 'vaso', 'mano', 'formar', 'tanto', 'bonito', 'empezar', 'día']"
1247,239,770539606387396608,N,crypsicho significa nos ha resultado gracioso cómo has dicho como ya comentamos al final  imposible traerlos,"['crypsicho', 'significa', 'nos', 'ha', 'resultado', 'gracioso', 'cómo', 'has', 'dicho', 'como', 'ya', 'comentamos', 'al', 'final', 'imposible', 'traerlos']","['crypsich', 'signif', 'nos', 'ha', 'result', 'gracios', 'com', 'has', 'dich', 'com', 'ya', 'coment', 'al', 'final', 'impos', 'tra']","['crypsicho', 'significar', 'haber', 'resultar', 'gracioso', 'has', 'decir', 'como', 'ya', 'comentar', 'al', 'final', ' ', 'imposible', 'traer él']"
